ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
2025-01-01 00:00:10.290,C3558,192.168.1.43,18909,172.16.0.13,785,icmp,ssl,35.92,38234,42524,RSTR,T,T,18,ShAD,59,42352,22,39132
2025-01-01 00:00:10.320,C6346,192.168.1.131,31519,172.16.0.106,432,tcp,-,242.68,17851,11889,REJ,F,F,21,ShAD,83,41406,54,60639
2025-01-01 00:00:10.350,C9604,192.168.1.127,36022,172.16.0.156,848,udp,-,220.2,84393,9826,S0,T,T,91,Srv,17,56248,35,57682
2025-01-01 00:00:10.380,C2464,192.168.1.203,9818,172.16.0.170,696,icmp,ssh,116.88,25591,89613,SH,T,T,37,Dd,44,36917,96,30383
2025-01-01 00:00:10.410,C5413,192.168.1.165,5639,172.16.0.120,783,icmp,-,218.9,2982,93263,S1,F,T,59,ShAD,66,30874,52,50662
2025-01-01 00:00:10.440,C7492,192.168.1.197,23929,172.16.0.122,116,tcp,ftp,103.65,35469,9105,REJ,T,F,47,ShAD,8,18321,97,31121
2025-01-01 00:00:10.470,C7264,192.168.1.134,60702,172.16.0.58,927,icmp,dns,221.0,6066,51629,RSTR,T,F,31,ShAD,22,58974,11,54310
2025-01-01 00:00:10.500,C2114,192.168.1.233,21381,172.16.0.162,651,icmp,dns,102.73,18693,21099,S1,F,F,80,Dd,77,52065,20,2951
2025-01-01 00:00:10.530,C2934,192.168.1.216,36387,172.16.0.98,122,tcp,ftp,2.53,69802,57230,S0,F,T,1,Hr,98,54492,63,33123
2025-01-01 00:00:10.560,C1922,192.168.1.57,46213,172.16.0.114,570,icmp,ftp,97.9,78186,16590,RSTR,F,F,50,Dd,6,31328,48,63755
2025-01-01 00:00:10.590,C7059,192.168.1.213,22390,172.16.0.34,569,icmp,dns,205.01,49792,61569,SF,F,F,39,ShAD,64,62432,56,15605
2025-01-01 00:00:10.620,C5529,192.168.1.151,51191,172.16.0.235,449,tcp,ftp,57.7,66647,25944,RSTR,F,T,3,Fa,36,45808,44,26657
2025-01-01 00:00:10.650,C2918,192.168.1.24,35892,172.16.0.161,225,icmp,-,236.25,87983,50962,SF,F,T,84,Dd,72,4335,10,23629
2025-01-01 00:00:10.680,C3824,192.168.1.51,24346,172.16.0.198,248,icmp,ssl,245.58,67169,70307,S0,F,F,70,Hr,95,47264,89,23856
2025-01-01 00:00:10.710,C9512,192.168.1.170,31308,172.16.0.240,252,tcp,ssl,66.28,36252,26140,S1,F,F,49,Fa,93,13028,24,44155
2025-01-01 00:00:10.740,C3140,192.168.1.22,36554,172.16.0.202,802,udp,-,92.15,34519,29938,S1,F,F,75,Hr,51,12445,81,9298
2025-01-01 00:00:10.770,C6687,192.168.1.108,21881,172.16.0.125,633,udp,http,284.7,69463,50534,S0,T,F,15,Srv,25,6416,66,18607
2025-01-01 00:00:10.800,C1109,192.168.1.219,2992,172.16.0.221,116,tcp,dns,132.88,16722,11844,S0,F,F,75,Fa,98,7625,46,42986
2025-01-01 00:00:10.830,C2440,192.168.1.189,58163,172.16.0.26,895,icmp,-,154.45,29022,67845,RSTR,F,T,70,Dd,16,26527,77,32520
2025-01-01 00:00:10.860,C4134,192.168.1.134,7118,172.16.0.70,879,udp,dns,269.14,17628,88340,RSTR,F,T,5,Hr,86,50114,91,19885
2025-01-01 00:00:10.890,C3123,192.168.1.222,13266,172.16.0.184,1014,icmp,http,89.82,72134,26146,S0,T,T,99,ShAD,11,45467,67,25999
2025-01-01 00:00:10.920,C3685,192.168.1.60,17926,172.16.0.177,453,tcp,-,151.26,50391,46048,RSTR,F,F,29,Hr,17,35513,36,30339
2025-01-01 00:00:10.950,C7363,192.168.1.219,19063,172.16.0.112,1015,icmp,ssh,98.56,57446,7068,RSTR,T,T,13,Hr,42,5287,74,64864
2025-01-01 00:00:10.980,C6939,192.168.1.222,16622,172.16.0.170,156,icmp,ssh,242.81,75889,720,S0,T,T,95,Dd,84,49088,32,53332
2025-01-01 00:00:11.010,C1156,192.168.1.238,1188,172.16.0.37,51,tcp,dns,189.49,85536,88252,SF,T,T,82,Hr,97,20027,27,4541
2025-01-01 00:00:11.040,C6084,192.168.1.16,61233,172.16.0.134,972,tcp,ssh,289.35,67026,23115,RSTR,F,T,71,Hr,89,28465,17,7713
2025-01-01 00:00:11.070,C4730,192.168.1.8,24230,172.16.0.48,619,icmp,dns,69.44,79430,23568,RSTR,T,T,26,Srv,46,52347,6,9258
2025-01-01 00:00:11.100,C8556,192.168.1.217,60004,172.16.0.50,620,udp,ftp,270.3,88129,32796,RSTR,F,T,96,Dd,42,41074,76,12476
2025-01-01 00:00:11.130,C4252,192.168.1.156,27135,172.16.0.24,100,tcp,ssh,149.87,81208,96769,RSTR,F,T,56,Srv,20,38602,25,52255
2025-01-01 00:00:11.160,C7234,192.168.1.142,61024,172.16.0.244,750,udp,ssh,89.73,81718,62999,S0,F,T,5,Fa,32,38305,35,12687
2025-01-01 00:00:11.190,C9517,192.168.1.167,4767,172.16.0.82,547,icmp,-,30.06,36749,5151,SF,F,F,28,Fa,77,19594,65,14250
2025-01-01 00:00:11.220,C6203,192.168.1.248,59900,172.16.0.87,435,tcp,dns,51.05,90370,59789,REJ,T,T,35,Hr,1,61467,86,47670
2025-01-01 00:00:11.250,C7897,192.168.1.45,32268,172.16.0.200,488,udp,dns,5.5,56798,23324,S1,T,T,4,Hr,28,52944,34,38556
2025-01-01 00:00:11.280,C7752,192.168.1.237,9979,172.16.0.239,178,tcp,ssl,290.23,88966,64266,SH,T,F,80,Dd,82,48012,96,50201
2025-01-01 00:00:11.310,C9096,192.168.1.213,56334,172.16.0.90,623,udp,ssh,255.28,19384,35304,SH,F,F,43,Fa,9,36400,89,52945
2025-01-01 00:00:11.340,C4493,192.168.1.246,17670,172.16.0.52,44,tcp,dns,149.23,78449,56516,RSTR,T,T,88,Hr,16,3489,29,45183
2025-01-01 00:00:11.370,C9383,192.168.1.101,33959,172.16.0.43,330,udp,dns,75.95,32479,25876,REJ,F,F,37,Dd,87,50988,19,1465
2025-01-01 00:00:11.400,C1469,192.168.1.189,29959,172.16.0.47,997,icmp,dns,287.21,12708,43902,SH,F,T,13,Dd,80,46137,10,29495
2025-01-01 00:00:11.430,C8856,192.168.1.179,28371,172.16.0.237,419,tcp,ssh,66.19,4126,83614,SH,F,F,43,ShAD,72,56551,59,53290
2025-01-01 00:00:11.460,C8792,192.168.1.191,55861,172.16.0.154,558,udp,ssh,105.54,11499,89192,REJ,T,T,79,Srv,81,38225,30,15087
2025-01-01 00:00:11.490,C6566,192.168.1.159,30585,172.16.0.73,498,udp,-,129.87,58117,33948,S1,T,T,55,Srv,9,57427,82,3417
2025-01-01 00:00:11.520,C5384,192.168.1.95,21731,172.16.0.170,420,tcp,ftp,20.03,69082,18824,SH,F,T,71,Fa,71,1469,91,45967
2025-01-01 00:00:11.550,C6475,192.168.1.104,55373,172.16.0.20,581,udp,http,74.97,30423,74158,SH,F,F,29,Fa,66,34250,45,16779
2025-01-01 00:00:11.580,C9285,192.168.1.237,36146,172.16.0.185,756,udp,-,77.87,2401,71931,SF,T,F,91,Hr,95,53753,4,17041
2025-01-01 00:00:11.610,C4548,192.168.1.149,49980,172.16.0.244,520,tcp,http,56.44,48566,38441,SH,F,T,35,Hr,34,43151,16,32324
2025-01-01 00:00:11.640,C1766,192.168.1.135,55018,172.16.0.22,115,tcp,http,80.58,80288,25468,REJ,F,T,37,Dd,37,22002,87,30597
2025-01-01 00:00:11.670,C7896,192.168.1.19,57692,172.16.0.88,268,icmp,dns,63.65,10517,96799,REJ,T,F,94,Hr,17,58591,47,47890
2025-01-01 00:00:11.700,C2099,192.168.1.172,56296,172.16.0.24,479,tcp,-,71.63,1496,54460,RSTR,T,F,18,ShAD,58,47996,22,2079
2025-01-01 00:00:11.730,C7588,192.168.1.37,17705,172.16.0.232,83,tcp,ftp,3.59,17165,48034,RSTR,T,T,45,Hr,34,36223,75,14011
2025-01-01 00:00:11.760,C7515,192.168.1.124,22458,172.16.0.244,380,udp,ftp,210.01,43850,19955,RSTR,F,F,82,Dd,24,61331,55,29236
2025-01-01 00:00:11.790,C3860,192.168.1.10,26838,172.16.0.159,827,tcp,dns,114.79,98331,98392,SH,T,F,3,ShAD,33,22696,8,53139
2025-01-01 00:00:11.820,C4484,192.168.1.43,37529,172.16.0.94,750,icmp,ssl,160.97,70281,86184,SH,T,T,2,Fa,21,52162,89,19572
2025-01-01 00:00:11.850,C1809,192.168.1.194,48949,172.16.0.154,946,icmp,-,278.57,69307,45738,S0,T,T,41,Srv,12,15916,82,18303
2025-01-01 00:00:11.880,C4566,192.168.1.234,25419,172.16.0.108,195,tcp,ssh,157.7,5917,70303,SH,F,T,40,Srv,66,7349,60,28922
2025-01-01 00:00:11.910,C6401,192.168.1.234,16722,172.16.0.39,653,icmp,-,167.38,43454,30141,REJ,F,F,47,Dd,45,55296,73,19584
2025-01-01 00:00:11.940,C3975,192.168.1.254,41665,172.16.0.155,737,tcp,ssh,187.82,36081,61410,SH,F,F,73,Srv,67,8528,33,3414
2025-01-01 00:00:11.970,C7305,192.168.1.42,10538,172.16.0.124,465,udp,-,158.97,96776,63411,SF,F,T,3,Fa,59,19536,51,12634
2025-01-01 00:00:12.000,C1438,192.168.1.166,57937,172.16.0.179,241,icmp,ssl,91.91,50883,20662,S1,T,T,44,Srv,76,13437,71,23622
2025-01-01 00:00:12.030,C6286,192.168.1.253,51177,172.16.0.146,251,icmp,http,281.21,21144,41279,S1,T,F,9,Srv,67,20049,44,64138
2025-01-01 00:00:12.060,C1192,192.168.1.252,28860,172.16.0.71,980,tcp,http,150.36,2704,52323,SH,T,T,98,Fa,89,18102,92,51819
2025-01-01 00:00:12.090,C8851,192.168.1.247,59428,172.16.0.95,730,tcp,ftp,253.12,82954,18174,RSTR,F,F,39,Fa,75,57794,70,56745
2025-01-01 00:00:12.120,C8119,192.168.1.128,53000,172.16.0.154,613,tcp,ssh,116.37,25267,1208,REJ,F,F,19,Hr,16,61765,4,31191
2025-01-01 00:00:12.150,C7114,192.168.1.34,48470,172.16.0.113,882,tcp,ssh,122.5,70484,20334,S0,T,F,95,Dd,76,54396,17,15526
2025-01-01 00:00:12.180,C6006,192.168.1.69,53306,172.16.0.248,987,icmp,ssh,251.63,72756,94782,S1,F,T,24,Hr,80,53323,19,59723
2025-01-01 00:00:12.210,C2062,192.168.1.130,8696,172.16.0.197,299,udp,-,208.36,73881,17328,REJ,T,F,95,Dd,4,33290,80,41405
2025-01-01 00:00:12.240,C8771,192.168.1.27,15419,172.16.0.97,738,udp,ssh,81.0,83047,66147,RSTR,F,F,88,Fa,9,17504,86,55883
2025-01-01 00:00:12.270,C7430,192.168.1.236,11896,172.16.0.22,214,icmp,dns,175.26,43305,39936,S0,T,F,94,Hr,8,55484,73,37469
2025-01-01 00:00:12.300,C9660,192.168.1.70,44973,172.16.0.159,908,tcp,ftp,7.82,63689,11735,SF,F,T,75,ShAD,42,1470,90,52786
2025-01-01 00:00:12.330,C5913,192.168.1.204,29687,172.16.0.81,97,tcp,ssh,251.79,76526,19580,SH,T,T,60,Srv,45,53890,25,49813
2025-01-01 00:00:12.360,C9671,192.168.1.253,47316,172.16.0.160,811,tcp,ftp,248.0,98998,29556,RSTR,F,F,5,Dd,30,8000,95,30734
2025-01-01 00:00:12.390,C8447,192.168.1.72,35611,172.16.0.30,464,tcp,ssl,29.94,80743,64580,RSTR,F,F,33,ShAD,54,64286,57,18828
2025-01-01 00:00:12.420,C5899,192.168.1.135,10219,172.16.0.120,181,icmp,ftp,228.45,5802,93334,SF,T,T,96,Srv,11,49019,54,25070
2025-01-01 00:00:12.450,C5576,192.168.1.69,8647,172.16.0.120,380,udp,ssl,145.19,78839,57687,RSTR,F,T,29,ShAD,18,22242,91,5400
2025-01-01 00:00:12.480,C9395,192.168.1.219,24829,172.16.0.112,925,tcp,ssh,178.47,92237,22523,SF,F,T,91,Srv,33,9383,21,27660
2025-01-01 00:00:12.510,C5553,192.168.1.46,9988,172.16.0.192,758,udp,-,212.39,72957,57187,REJ,F,T,7,ShAD,96,65422,9,18342
2025-01-01 00:00:12.540,C1035,192.168.1.114,45328,172.16.0.254,511,udp,ssh,217.69,39887,83193,S0,F,T,62,Srv,2,36689,9,11571
2025-01-01 00:00:12.570,C9038,192.168.1.69,39955,172.16.0.156,530,tcp,dns,113.19,4015,14663,SF,T,T,50,Fa,81,55881,15,52820
2025-01-01 00:00:12.600,C5467,192.168.1.27,6030,172.16.0.86,712,tcp,-,147.75,98314,96068,REJ,F,F,98,Fa,54,7815,20,11055
2025-01-01 00:00:12.630,C3965,192.168.1.229,3428,172.16.0.20,804,udp,ssl,237.52,766,33227,REJ,T,T,51,Srv,73,53238,15,33292
2025-01-01 00:00:12.660,C5186,192.168.1.107,9628,172.16.0.242,580,udp,ftp,278.72,26729,96556,RSTR,T,T,63,Srv,8,31505,48,53904
2025-01-01 00:00:12.690,C4151,192.168.1.226,18713,172.16.0.154,724,icmp,ssh,150.3,1767,65424,S1,F,T,80,Hr,6,38807,99,10129
2025-01-01 00:00:12.720,C5136,192.168.1.55,35142,172.16.0.67,281,udp,ssl,157.28,55437,13991,RSTR,T,T,57,Srv,80,35759,67,2164
2025-01-01 00:00:12.750,C8699,192.168.1.3,59319,172.16.0.214,93,udp,http,98.64,68727,92013,S0,F,T,48,Hr,68,4504,8,65242
2025-01-01 00:00:12.780,C1401,192.168.1.118,44492,172.16.0.229,591,tcp,ssl,78.23,92474,27907,REJ,F,T,91,Srv,68,15507,88,54101
2025-01-01 00:00:12.810,C3338,192.168.1.205,36508,172.16.0.75,649,tcp,ssl,265.99,91505,53012,SF,T,T,39,Dd,43,40822,4,34232
2025-01-01 00:00:12.840,C5599,192.168.1.163,29914,172.16.0.173,797,udp,http,119.62,17506,96597,SH,F,F,80,Dd,64,16455,10,64898
2025-01-01 00:00:12.870,C9289,192.168.1.135,31536,172.16.0.112,549,tcp,ssh,178.47,45660,94754,S0,T,F,16,Hr,7,19966,19,43487
2025-01-01 00:00:12.900,C9831,192.168.1.232,35446,172.16.0.99,973,udp,dns,291.97,42046,62253,RSTR,F,T,90,Dd,46,58634,80,53281
2025-01-01 00:00:12.930,C7589,192.168.1.205,29822,172.16.0.163,288,tcp,ssh,170.73,98143,86218,REJ,T,F,86,Fa,95,29116,21,3552
2025-01-01 00:00:12.960,C3850,192.168.1.174,60916,172.16.0.142,959,udp,http,15.88,74210,47966,RSTR,T,F,36,Srv,31,27360,76,44094
2025-01-01 00:00:12.990,C7370,192.168.1.233,47985,172.16.0.168,484,tcp,ssl,257.33,49754,89146,S0,T,F,29,Fa,55,48316,46,40229
2025-01-01 00:00:13.020,C5732,192.168.1.189,10974,172.16.0.84,928,icmp,dns,150.62,12030,3852,SH,T,F,94,Hr,49,51231,69,47270
2025-01-01 00:00:13.050,C4309,192.168.1.202,8339,172.16.0.110,487,icmp,ssh,241.38,65742,70470,RSTR,F,T,16,ShAD,66,27245,26,27628
2025-01-01 00:00:13.080,C5139,192.168.1.63,15985,172.16.0.133,351,udp,ssl,3.05,18409,94606,REJ,F,F,33,ShAD,47,16332,54,9282
2025-01-01 00:00:13.110,C8956,192.168.1.86,12121,172.16.0.174,534,tcp,-,273.74,28691,96749,REJ,F,F,23,Fa,97,9697,21,42156
2025-01-01 00:00:13.140,C9191,192.168.1.243,59096,172.16.0.183,493,tcp,dns,39.54,74878,4741,S1,F,F,47,ShAD,66,49416,82,51538
2025-01-01 00:00:13.170,C7213,192.168.1.76,54877,172.16.0.3,261,icmp,-,48.03,22323,34222,S0,T,T,41,Fa,27,64806,17,53647
2025-01-01 00:00:13.200,C7861,192.168.1.149,51194,172.16.0.107,752,udp,-,40.03,45884,9249,SH,T,F,22,Srv,20,20366,50,21395
2025-01-01 00:00:13.230,C2208,192.168.1.91,25445,172.16.0.175,1023,icmp,ftp,161.8,18685,45774,RSTR,F,F,80,Srv,6,35655,78,63129
2025-01-01 00:00:13.260,C4260,192.168.1.121,48887,172.16.0.206,302,udp,ssl,145.51,75933,62999,REJ,F,T,5,ShAD,43,43177,35,21497
2025-01-01 00:00:13.290,C8154,192.168.1.167,48624,172.16.0.36,182,icmp,ftp,296.59,29628,43502,S1,T,T,73,ShAD,94,24448,70,57413
2025-01-01 00:00:13.320,C8067,192.168.1.100,55565,172.16.0.79,99,tcp,http,12.58,88367,68229,RSTR,T,T,12,Dd,15,23448,24,21967
2025-01-01 00:00:13.350,C7926,192.168.1.62,56440,172.16.0.53,68,udp,ssh,180.59,63486,2118,REJ,F,F,79,Fa,55,53494,15,54168
2025-01-01 00:00:13.380,C7290,192.168.1.19,46906,172.16.0.129,157,tcp,http,34.85,75922,63518,REJ,F,T,50,Dd,84,39688,7,52426
2025-01-01 00:00:13.410,C2141,192.168.1.56,64622,172.16.0.99,545,tcp,http,244.22,82542,48476,S1,T,T,13,ShAD,74,15174,5,22900
2025-01-01 00:00:13.440,C9467,192.168.1.238,61300,172.16.0.24,91,udp,http,298.84,57826,98290,SH,F,F,23,Fa,80,55017,66,34007
2025-01-01 00:00:13.470,C5362,192.168.1.239,44662,172.16.0.145,670,tcp,http,270.6,81798,98486,S0,F,T,28,Srv,1,39248,58,34527
2025-01-01 00:00:13.500,C6083,192.168.1.67,42998,172.16.0.28,127,icmp,ssh,223.69,69157,43590,REJ,T,T,94,Srv,8,33905,26,31539
2025-01-01 00:00:13.530,C3211,192.168.1.68,36500,172.16.0.188,467,icmp,http,173.63,33683,15008,SH,T,T,99,ShAD,30,7510,82,13141
2025-01-01 00:00:13.560,C3874,192.168.1.117,56680,172.16.0.250,98,icmp,http,271.82,58895,49517,SH,F,T,66,Fa,56,48011,15,53173
2025-01-01 00:00:13.590,C8695,192.168.1.212,23290,172.16.0.191,365,icmp,-,15.68,41091,20327,S0,F,T,6,Srv,49,62448,90,50390
2025-01-01 00:00:13.620,C4869,192.168.1.118,21139,172.16.0.17,91,tcp,dns,10.44,49304,68788,RSTR,T,F,79,Srv,55,3919,74,44309
2025-01-01 00:00:13.650,C2954,192.168.1.94,46738,172.16.0.238,466,tcp,-,30.62,80280,97582,REJ,F,F,35,Hr,86,33400,81,48128
2025-01-01 00:00:13.680,C9827,192.168.1.15,30092,172.16.0.235,361,udp,http,159.88,6786,43954,S1,F,T,46,Dd,68,16195,96,13496
2025-01-01 00:00:13.710,C7490,192.168.1.141,5243,172.16.0.84,1017,tcp,-,3.38,90066,17669,RSTR,T,F,53,Dd,2,44534,62,43722
2025-01-01 00:00:13.740,C9944,192.168.1.240,22819,172.16.0.8,205,icmp,http,261.37,78740,83196,REJ,F,T,18,Dd,40,1364,11,30375
2025-01-01 00:00:13.770,C7235,192.168.1.123,52394,172.16.0.210,1005,tcp,ssh,246.45,89233,39267,S0,T,F,77,Hr,54,4054,10,38867
2025-01-01 00:00:13.800,C5007,192.168.1.69,38107,172.16.0.234,533,udp,http,197.48,7956,72427,S1,F,T,18,Hr,44,22776,61,26951
2025-01-01 00:00:13.830,C2522,192.168.1.68,38488,172.16.0.142,501,icmp,ssh,205.51,25335,50290,SH,F,F,43,ShAD,95,32108,47,24852
2025-01-01 00:00:13.860,C3484,192.168.1.248,39391,172.16.0.149,856,udp,http,280.02,56034,80358,RSTR,T,F,93,Srv,27,20446,85,64137
2025-01-01 00:00:13.890,C3392,192.168.1.119,44556,172.16.0.59,647,icmp,-,207.63,84481,33280,S0,T,T,75,Fa,1,26473,47,53461
2025-01-01 00:00:13.920,C5170,192.168.1.34,61763,172.16.0.174,747,udp,http,56.89,69869,75801,S0,T,T,63,Dd,41,29365,38,55720
2025-01-01 00:00:13.950,C5239,192.168.1.229,5985,172.16.0.89,806,udp,ssh,23.2,26262,40899,REJ,T,T,94,Fa,47,31489,55,11272
2025-01-01 00:00:13.980,C5569,192.168.1.253,63380,172.16.0.80,364,icmp,ssh,165.69,81867,65057,RSTR,F,T,12,Hr,36,46224,32,53748
2025-01-01 00:00:14.010,C1940,192.168.1.88,54046,172.16.0.45,564,udp,-,111.4,32871,8590,S1,F,T,0,Fa,74,25863,5,49460
2025-01-01 00:00:14.040,C1471,192.168.1.145,18463,172.16.0.187,633,icmp,dns,133.14,95340,33819,SF,F,T,41,ShAD,49,12821,47,39928
2025-01-01 00:00:14.070,C3635,192.168.1.140,35003,172.16.0.60,748,icmp,dns,67.09,1819,91018,S0,T,F,54,Srv,8,18533,47,60942
2025-01-01 00:00:14.100,C5579,192.168.1.175,60567,172.16.0.6,593,udp,ssl,281.68,16475,99386,RSTR,T,F,14,Srv,65,62271,74,23054
2025-01-01 00:00:14.130,C3413,192.168.1.143,51413,172.16.0.185,762,tcp,ssh,133.44,82746,78422,SH,F,F,16,Srv,30,56907,49,15485
2025-01-01 00:00:14.160,C8091,192.168.1.4,33291,172.16.0.245,670,tcp,ftp,52.47,95018,76099,SH,T,F,59,Dd,97,35454,55,20566
2025-01-01 00:00:14.190,C5929,192.168.1.48,37781,172.16.0.248,228,icmp,dns,269.65,24780,37017,S0,F,F,20,Fa,93,39220,86,28664
2025-01-01 00:00:14.220,C2747,192.168.1.66,59171,172.16.0.29,960,icmp,ssl,217.02,29675,59528,SH,T,T,36,Srv,90,46130,50,33316
2025-01-01 00:00:14.250,C6267,192.168.1.86,7836,172.16.0.108,997,icmp,ssh,261.59,36449,69618,SH,T,F,70,Hr,50,63960,70,4290
2025-01-01 00:00:14.280,C9537,192.168.1.208,43301,172.16.0.192,406,udp,ssh,50.42,47278,9097,SF,F,F,24,Hr,57,12106,81,65104
2025-01-01 00:00:14.310,C6465,192.168.1.7,40709,172.16.0.241,895,tcp,ftp,237.9,79946,53151,REJ,F,T,14,Fa,59,51383,36,30731
2025-01-01 00:00:14.340,C2634,192.168.1.148,57821,172.16.0.31,364,icmp,dns,264.79,60216,83242,S0,T,T,5,Srv,80,30455,92,13114
2025-01-01 00:00:14.370,C5784,192.168.1.136,62859,172.16.0.55,333,icmp,-,140.0,90180,96460,REJ,F,T,98,Srv,32,58781,84,6909
2025-01-01 00:00:14.400,C9764,192.168.1.96,24473,172.16.0.114,295,tcp,http,61.89,32030,96935,REJ,T,T,13,Fa,13,44906,36,46278
2025-01-01 00:00:14.430,C5192,192.168.1.107,43887,172.16.0.202,108,tcp,ftp,154.83,58240,45692,S0,F,F,57,Dd,67,49601,4,61862
2025-01-01 00:00:14.460,C7426,192.168.1.254,6999,172.16.0.59,583,tcp,-,42.95,54321,90693,SF,F,T,66,ShAD,70,41872,66,27170
2025-01-01 00:00:14.490,C5164,192.168.1.82,6870,172.16.0.155,527,icmp,-,197.15,62538,51168,S0,T,F,42,Dd,13,58329,92,37018
2025-01-01 00:00:14.520,C2601,192.168.1.219,1444,172.16.0.142,156,icmp,http,198.0,28865,22522,SF,T,F,25,Fa,43,56530,71,54013
2025-01-01 00:00:14.550,C8754,192.168.1.47,34304,172.16.0.103,982,tcp,-,32.22,25737,56757,SH,F,F,79,Srv,90,8457,20,46734
2025-01-01 00:00:14.580,C9946,192.168.1.254,9362,172.16.0.230,470,udp,ssl,4.59,67043,94217,S0,T,F,48,Srv,34,20131,39,26143
2025-01-01 00:00:14.610,C4215,192.168.1.19,28096,172.16.0.88,673,tcp,dns,181.14,91934,18010,REJ,F,T,46,Fa,46,34345,37,30458
2025-01-01 00:00:14.640,C9851,192.168.1.186,49495,172.16.0.45,144,icmp,dns,58.43,43789,1065,S0,T,T,19,Hr,57,25118,39,2598
2025-01-01 00:00:14.670,C4595,192.168.1.10,30120,172.16.0.138,937,udp,http,270.62,32888,72790,S0,T,T,67,Srv,66,59497,99,60708
2025-01-01 00:00:14.700,C7505,192.168.1.7,28749,172.16.0.230,679,icmp,http,244.55,38457,76696,RSTR,T,F,84,Hr,37,38737,29,7651
2025-01-01 00:00:14.730,C7437,192.168.1.138,12482,172.16.0.83,650,icmp,-,250.41,46802,96998,SH,F,T,94,Fa,27,485,55,18531
2025-01-01 00:00:14.760,C4453,192.168.1.50,64179,172.16.0.55,997,icmp,dns,29.85,56200,84409,S1,T,F,68,Srv,29,46020,98,14450
2025-01-01 00:00:14.790,C4488,192.168.1.158,54636,172.16.0.60,490,tcp,-,32.5,58089,20793,SH,F,T,34,Hr,37,17109,39,48422
2025-01-01 00:00:14.820,C6911,192.168.1.229,10360,172.16.0.187,127,icmp,http,265.58,30256,64212,REJ,T,T,45,Fa,19,24238,25,45084
2025-01-01 00:00:14.850,C8676,192.168.1.87,24266,172.16.0.180,352,tcp,http,100.85,96423,37777,S1,F,F,7,Srv,56,4622,19,32888
2025-01-01 00:00:14.880,C5234,192.168.1.240,20640,172.16.0.131,265,icmp,http,125.27,28392,34393,REJ,F,T,47,Dd,69,17934,9,55401
2025-01-01 00:00:14.910,C4987,192.168.1.19,38051,172.16.0.192,72,udp,dns,224.84,83078,99752,REJ,F,T,11,Srv,80,47089,38,62411
2025-01-01 00:00:14.940,C4039,192.168.1.122,8711,172.16.0.48,126,udp,ssh,132.31,40686,80415,S0,T,F,51,ShAD,6,47379,90,33049
2025-01-01 00:00:14.970,C4767,192.168.1.145,43474,172.16.0.149,542,udp,dns,106.39,27974,99926,RSTR,T,T,67,Srv,38,18262,10,63139
2025-01-01 00:00:15.000,C2099,192.168.1.246,13747,172.16.0.230,429,udp,dns,170.2,54806,25621,S0,F,T,34,Dd,15,9771,59,57749
2025-01-01 00:00:15.030,C6472,192.168.1.85,64784,172.16.0.180,576,udp,ssh,152.13,13052,84995,REJ,T,T,41,Fa,55,17865,22,56978
2025-01-01 00:00:15.060,C3068,192.168.1.227,59914,172.16.0.115,171,icmp,ssl,18.27,70108,82576,RSTR,F,T,30,Fa,55,21139,7,26120
2025-01-01 00:00:15.090,C5106,192.168.1.243,14755,172.16.0.41,276,tcp,-,25.51,30056,57382,SF,T,F,19,Dd,38,27913,71,7115
2025-01-01 00:00:15.120,C7028,192.168.1.92,51557,172.16.0.92,811,udp,ssh,63.06,37061,22505,SF,T,T,18,Fa,55,62949,87,6497
2025-01-01 00:00:15.150,C3189,192.168.1.24,52048,172.16.0.51,880,tcp,dns,87.61,59034,9645,RSTR,F,T,77,ShAD,15,19527,56,18804
2025-01-01 00:00:15.180,C7948,192.168.1.252,52404,172.16.0.145,221,tcp,dns,205.84,64820,30453,REJ,T,F,76,Fa,44,22890,99,51436
2025-01-01 00:00:15.210,C1239,192.168.1.98,12431,172.16.0.219,580,tcp,ssh,51.71,41400,14538,S0,T,T,54,Dd,76,58927,89,23374
2025-01-01 00:00:15.240,C8268,192.168.1.254,12708,172.16.0.143,694,tcp,-,2.3,22395,55267,S1,F,F,33,ShAD,9,47836,78,58506
2025-01-01 00:00:15.270,C3111,192.168.1.143,18468,172.16.0.119,609,udp,dns,179.45,28485,50108,S0,F,F,73,Dd,53,28168,82,35855
2025-01-01 00:00:15.300,C9549,192.168.1.39,60170,172.16.0.191,494,udp,ssh,63.18,97763,81795,S0,F,F,62,ShAD,78,60904,50,43053
2025-01-01 00:00:15.330,C2074,192.168.1.111,62712,172.16.0.162,242,udp,ssl,21.19,17676,24044,SF,F,T,78,ShAD,27,11444,63,11752
2025-01-01 00:00:15.360,C4664,192.168.1.63,6127,172.16.0.24,645,icmp,-,190.68,18954,43374,S0,F,F,57,Hr,2,29053,64,59563
2025-01-01 00:00:15.390,C6142,192.168.1.74,54744,172.16.0.138,519,icmp,ssh,204.79,97353,16879,RSTR,T,F,74,Hr,48,17837,27,31350
2025-01-01 00:00:15.420,C4879,192.168.1.78,25575,172.16.0.111,961,icmp,-,243.23,17460,78201,RSTR,T,T,16,Dd,51,38884,60,56009
